✨尚爱战歌,#genre#
Mc洪磊-中国极限电音派队DJ小凯Mc洪磊,https://djapi.763333.xyz:9293/directlink/5/dj66/old/50-Mc%E6%B4%AA%E7%A3%8A-%E4%B8%AD%E5%9B%BD%E6%9E%81%E9%99%90%E7%94%B5%E9%9F%B3%E6%B4%BE%E9%98%9FDJ%E5%B0%8F%E5%87%AFMc%E6%B4%AA%E7%A3%8A.mp3
Mc洪磊-打造商业节奏,https://djapi.763333.xyz:9293/directlink/5/dj66/old/49-Mc%E6%B4%AA%E7%A3%8A-%E6%89%93%E9%80%A0%E5%95%86%E4%B8%9A%E8%8A%82%E5%A5%8F.mp3
Mc洪磊-给力经典大实话,https://djapi.763333.xyz:9293/directlink/5/dj66/old/47-Mc%E6%B4%AA%E7%A3%8A-%E7%BB%99%E5%8A%9B%E7%BB%8F%E5%85%B8%E5%A4%A7%E5%AE%9E%E8%AF%9D.mp3
Mc洪磊-祝大家新年快乐,https://djapi.763333.xyz:9293/directlink/5/dj66/old/46-Mc%E6%B4%AA%E7%A3%8A-%E7%A5%9D%E5%A4%A7%E5%AE%B6%E6%96%B0%E5%B9%B4%E5%BF%AB%E4%B9%90.mp3
Mc洪磊-雷地嘎嘎地,https://djapi.763333.xyz:9293/directlink/5/dj66/old/45-Mc%E6%B4%AA%E7%A3%8A-%E9%9B%B7%E5%9C%B0%E5%98%8E%E5%98%8E%E5%9C%B0.mp3
Mc洪磊-神曲Vs大笑江湖,https://djapi.763333.xyz:9293/directlink/5/dj66/old/44-Mc%E6%B4%AA%E7%A3%8A-%E7%A5%9E%E6%9B%B2Vs%E5%A4%A7%E7%AC%91%E6%B1%9F%E6%B9%96.mp3
Mc洪磊-经典语言流行疯下,https://djapi.763333.xyz:9293/directlink/5/dj66/old/43-Mc%E6%B4%AA%E7%A3%8A-%E7%BB%8F%E5%85%B8%E8%AF%AD%E8%A8%80%E6%B5%81%E8%A1%8C%E7%96%AF%E4%B8%8B.mp3
Mc洪磊-桃花运,https://djapi.763333.xyz:9293/directlink/5/dj66/old/42-Mc%E6%B4%AA%E7%A3%8A-%E6%A1%83%E8%8A%B1%E8%BF%90.mp3
Mc洪磊-中秋节喊麦专集,https://djapi.763333.xyz:9293/directlink/5/dj66/old/38-Mc%E6%B4%AA%E7%A3%8A-%E4%B8%AD%E7%A7%8B%E8%8A%82%E5%96%8A%E9%BA%A6%E4%B8%93%E9%9B%86.mp3
Mc洪磊-十一跳舞专集,https://djapi.763333.xyz:9293/directlink/5/dj66/old/36-Mc%E6%B4%AA%E7%A3%8A-%E5%8D%81%E4%B8%80%E8%B7%B3%E8%88%9E%E4%B8%93%E9%9B%86.mp3
Mc洪磊-Dj小宝打造搞笑喊麦录音小段,https://djapi.763333.xyz:9293/directlink/5/dj66/old/34-Mc%E6%B4%AA%E7%A3%8A-Dj%E5%B0%8F%E5%AE%9D%E6%89%93%E9%80%A0%E6%90%9E%E7%AC%91%E5%96%8A%E9%BA%A6%E5%BD%95%E9%9F%B3%E5%B0%8F%E6%AE%B5.mp3
Mc洪磊-汽车狂飙Ｖs喊麦专集,https://djapi.763333.xyz:9293/directlink/5/dj66/old/33-Mc%E6%B4%AA%E7%A3%8A-%E6%B1%BD%E8%BD%A6%E7%8B%82%E9%A3%99%EF%BC%B6s%E5%96%8A%E9%BA%A6%E4%B8%93%E9%9B%86.mp3
Mc洪磊-带你疯狂,https://djapi.763333.xyz:9293/directlink/5/dj66/old/32-Mc%E6%B4%AA%E7%A3%8A-%E5%B8%A6%E4%BD%A0%E7%96%AF%E7%8B%82.mp3
Mc洪磊-经典语言流行疯中,https://djapi.763333.xyz:9293/directlink/5/dj66/old/31-Mc%E6%B4%AA%E7%A3%8A-%E7%BB%8F%E5%85%B8%E8%AF%AD%E8%A8%80%E6%B5%81%E8%A1%8C%E7%96%AF%E4%B8%AD.mp3
Mc洪磊-为二龙打造祝福专集,https://djapi.763333.xyz:9293/directlink/5/dj66/old/30-Mc%E6%B4%AA%E7%A3%8A-%E4%B8%BA%E4%BA%8C%E9%BE%99%E6%89%93%E9%80%A0%E7%A5%9D%E7%A6%8F%E4%B8%93%E9%9B%86.mp3
Mc洪磊-激情慢摇现场,https://djapi.763333.xyz:9293/directlink/5/dj66/old/29-Mc%E6%B4%AA%E7%A3%8A-%E6%BF%80%E6%83%85%E6%85%A2%E6%91%87%E7%8E%B0%E5%9C%BA.mp3
Mc洪磊-你知道幸福是什么吗,https://djapi.763333.xyz:9293/directlink/5/dj66/old/28-Mc%E6%B4%AA%E7%A3%8A-%E4%BD%A0%E7%9F%A5%E9%81%93%E5%B9%B8%E7%A6%8F%E6%98%AF%E4%BB%80%E4%B9%88%E5%90%97.mp3
Mc洪磊-付仓祝三哥（肖三）永远辉煌-祝福专集,https://djapi.763333.xyz:9293/directlink/5/dj66/old/27-Mc%E6%B4%AA%E7%A3%8A-%E4%BB%98%E4%BB%93%E7%A5%9D%E4%B8%89%E5%93%A5%EF%BC%88%E8%82%96%E4%B8%89%EF%BC%89%E6%B0%B8%E8%BF%9C%E8%BE%89%E7%85%8C-%E7%A5%9D%E7%A6%8F%E4%B8%93%E9%9B%86.mp3
Mc洪磊-经典风暴,https://djapi.763333.xyz:9293/directlink/5/dj66/old/26-Mc-%E6%B4%AA%E7%A3%8A%E7%BB%8F%E5%85%B8%E9%A3%8E%E6%9A%B4.mp3
Mc洪磊-圣诞节开场喊麦,https://djapi.763333.xyz:9293/directlink/5/dj66/old/25-Mc%E6%B4%AA%E7%A3%8A-%E5%9C%A3%E8%AF%9E%E8%8A%82%E5%BC%80%E5%9C%BA%E5%96%8A%E9%BA%A6.mp3
Mc洪磊-平安夜跳舞之旅,https://djapi.763333.xyz:9293/directlink/5/dj66/old/23-Mc%E6%B4%AA%E7%A3%8A-%E5%B9%B3%E5%AE%89%E5%A4%9C%E8%B7%B3%E8%88%9E%E4%B9%8B%E6%97%85.mp3
Mc洪磊-经典语言流行疯上,https://djapi.763333.xyz:9293/directlink/5/dj66/old/22-Mc%E6%B4%AA%E7%A3%8A-%E7%BB%8F%E5%85%B8%E8%AF%AD%E8%A8%80%E6%B5%81%E8%A1%8C%E7%96%AF%E4%B8%8A.mp3
Mc洪磊-老百姓经典语言,https://djapi.763333.xyz:9293/directlink/5/dj66/old/21-Mc%E6%B4%AA%E7%A3%8A-%E8%80%81%E7%99%BE%E5%A7%93%E7%BB%8F%E5%85%B8%E8%AF%AD%E8%A8%80.mp3
Mc洪磊-音乐搞笑的独特魅力,https://djapi.763333.xyz:9293/directlink/5/dj66/old/20-Mc%E6%B4%AA%E7%A3%8A-%E9%9F%B3%E4%B9%90%E6%90%9E%E7%AC%91%E7%9A%84%E7%8B%AC%E7%89%B9%E9%AD%85%E5%8A%9B.mp3
Mc洪磊搞笑开场,https://djapi.763333.xyz:9293/directlink/5/dj66/old/19-Mc%E6%B4%AA%E7%A3%8A%E6%90%9E%E7%AC%91%E5%BC%80%E5%9C%BA.mp3
Mc洪磊建军节搞笑现场,https://djapi.763333.xyz:9293/directlink/5/dj66/old/18-Mc%E6%B4%AA%E7%A3%8A%E5%BB%BA%E5%86%9B%E8%8A%82%E6%90%9E%E7%AC%91%E7%8E%B0%E5%9C%BA.mp3
Mc洪磊-搞笑现场Hi麦,https://djapi.763333.xyz:9293/directlink/5/dj66/old/17-Mc%E6%B4%AA%E7%A3%8A-%E6%90%9E%E7%AC%91%E7%8E%B0%E5%9C%BAHi%E9%BA%A6.mp3
Mc洪磊-西游记搞笑开场,https://djapi.763333.xyz:9293/directlink/5/dj66/old/16-Mc%E6%B4%AA%E7%A3%8A-%E8%A5%BF%E6%B8%B8%E8%AE%B0%E6%90%9E%E7%AC%91%E5%BC%80%E5%9C%BA.mp3
Mc洪磊-宝贝我爱你,https://djapi.763333.xyz:9293/directlink/5/dj66/old/14-Mc%E6%B4%AA%E7%A3%8A-%E5%AE%9D%E8%B4%9D%E6%88%91%E7%88%B1%E4%BD%A0.mp3
Mc洪磊-梁山好汉,https://djapi.763333.xyz:9293/directlink/5/dj66/old/12-Mc%E6%B4%AA%E7%A3%8A-%E6%A2%81%E5%B1%B1%E5%A5%BD%E6%B1%89.mp3
Mc洪磊-六·一儿童节搞笑开场,https://djapi.763333.xyz:9293/directlink/5/dj66/old/11-Mc%E6%B4%AA%E7%A3%8A-%E5%85%AD%C2%B7%E4%B8%80%E5%84%BF%E7%AB%A5%E8%8A%82%E6%90%9E%E7%AC%91%E5%BC%80%E5%9C%BA.mp3
Mc洪磊-朋友偷我菜吧,https://djapi.763333.xyz:9293/directlink/5/dj66/old/9-Mc%E6%B4%AA%E7%A3%8A-%E6%9C%8B%E5%8F%8B%E5%81%B7%E6%88%91%E8%8F%9C%E5%90%A7.mp3
Mc洪磊-圣诞节Dj小涛Dj大刚,https://djapi.763333.xyz:9293/directlink/5/dj66/old/8-Mc%E6%B4%AA%E7%A3%8A-%E5%9C%A3%E8%AF%9E%E8%8A%82Dj%E5%B0%8F%E6%B6%9BDj%E5%A4%A7%E5%88%9A.mp3
Mc洪磊-天蓝蓝,https://djapi.763333.xyz:9293/directlink/5/dj66/old/7-Mc%E6%B4%AA%E7%A3%8A-%E5%A4%A9%E8%93%9D%E8%93%9D.mp3
Mc洪磊-无论什么时候,https://djapi.763333.xyz:9293/directlink/5/dj66/old/6-Mc%E6%B4%AA%E7%A3%8A-%E6%97%A0%E8%AE%BA%E4%BB%80%E4%B9%88%E6%97%B6%E5%80%99.mp3
Mc洪磊-无论什么时候VS电音节奏,https://djapi.763333.xyz:9293/directlink/5/dj66/old/5-Mc%E6%B4%AA%E7%A3%8A-%E6%97%A0%E8%AE%BA%E4%BB%80%E4%B9%88%E6%97%B6%E5%80%99VS%E7%94%B5%E9%9F%B3%E8%8A%82%E5%A5%8F.mp3
Mc洪磊-新感觉DMC俱乐部圣诞之夜,https://djapi.763333.xyz:9293/directlink/5/dj66/old/3-Mc%E6%B4%AA%E7%A3%8A-%E6%96%B0%E6%84%9F%E8%A7%89DMC%E4%BF%B1%E4%B9%90%E9%83%A8%E5%9C%A3%E8%AF%9E%E4%B9%8B%E5%A4%9C.mp3
Mc洪磊-猪八戒摇头,https://djapi.763333.xyz:9293/directlink/5/dj66/old/2-Mc%E6%B4%AA%E7%A3%8A-%E7%8C%AA%E5%85%AB%E6%88%92%E6%91%87%E5%A4%B4.mp3
Mc洪磊-2008经典人生大实话,https://djapi.763333.xyz:9293/directlink/5/dj66/old/1-Mc%E6%B4%AA%E7%A3%8A-2008%E7%BB%8F%E5%85%B8%E4%BA%BA%E7%94%9F%E5%A4%A7%E5%AE%9E%E8%AF%9D.mp3
dj秦磊-我到底哪里做错了-秦磊版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170914_203950.mp3
dj秦磊-越南鼓电音,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170914_202456.mp3
dj秦磊-成都加快版-dj晓凯,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170828_201314.mp3
DJ秦磊-打造2017 最新中文嗨曲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170713_215658.mp3
dj秦磊-越南鼓电音,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016065_204633.mp3
dj秦磊-好想再爱你,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2016061_122849.mp3
dj秦磊-爱上离婚的女人伴奏,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160528_215916.mp3
dj秦磊-老公我的宝贝,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20160522_061331.mp3
磊-全新打造2016最新神曲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160517_123210.mp3
dj秦磊-宠物六少送个松原人,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160428_131734.mp3
dj小磊-电音舞曲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160424_215606.mp3
dj小磊-我对着镜子哭,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160423_121517.mp3
XIAOLEI,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160422_233131.mp3
dj小磊-守候在凌晨伤心酒吧,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160422_013250.mp3
dj小磊-男人花,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160416_122204.mp3
石家庄dj小磊-咱们结婚吧-沈阳DJ小磊,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160415_125854.mp3
dj小磊-沈阳西部酒城最美夜晚-沈阳DJ小磊,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160414_215918.mp3
dj小磊-只要为你再活一天,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160412_211128.mp3
dj小磊-没有你的日子,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016048_232928.mp3
littleLei-2008年第一场雪dj版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016048_131349.mp3
dj小磊-咱们屯里人2,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016046_123532.mp3
dj小磊-生日礼物-搞笑版-沈阳DJ小磊,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016043_110447.mp3
dj小磊-很有味道,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160329_153049.mp3
dj小磊-金达莱花,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160329_152927.mp3
dj小磊-我永远是你的,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160329_152814.mp3
石家庄dj小磊-金达莱花-沈阳DJ小磊,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160329_045603.mp3
石家庄dj小磊-再见只是陌生人-沈阳DJ小磊,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160324_205927.mp3
石家庄dj小磊-沈阳西部酒城打碟现场-沈阳DJ小磊,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160318_214340.mp3
Dj小磊-携手dj阿瑞连麦现场,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160317_213509.mp3
dj小磊-走着走着就散了-沈阳DJ小磊,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160315_200921.mp3
dj小磊-朋友的酒-沈阳DJ小磊,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160313_182406.mp3
dj小磊-难道爱上你是一种错-沈阳DJ小磊,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160313_174610.mp3
小磊-dj,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160312_065520.mp3
💃经典喊麦二,#genre#
dj小磊-唐伯虎点秋香-加快版dj舞曲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016037_015117.mp3
dj小磊-爱情女神-沈阳DJ小磊,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016035_185256.mp3
dj小磊-为沈阳DJ小磊定做人声广告录音,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016035_185016.mp3
dj小磊-错错错-加快版中文舞曲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016032_204411.mp3
dj小磊-爱你如此狼狈,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160226_203446.mp3
dj小磊-爱上网络爱上你,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160226_203141.mp3
dj小磊-别怪我把你删除,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160210_082014.mp3
dj小磊-老婆你辛苦了中文劲爆嗨曲-沈阳DJ小磊,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016029_220058.mp3
dj小磊-一人饮酒醉,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016029_152606.mp3
dj小磊-朋友dj加快版-周华健,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160126_195859.mp3
dj小磊-九重天,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160122_124617.mp3
dj小磊-中文喊麦伴奏,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160122_124205.mp3
dj小磊-爱上网上爱上你,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160117_215210.mp3
dj小磊-七月七夕,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160117_213039.mp3
dj小磊-爱过心已枯萎-dj版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160115_073608.mp3
dj小磊-表白,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160115_073351.mp3
dj小磊-分手那天2,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160114_200058.mp3
dj小磊-芙蓉出水,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160114_195249.mp3
dj小磊-分手那天,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160114_194802.mp3
dj小磊-伤心酒吧街,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160114_194632.mp3
dj小磊-伤心酒吧街,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160110_213706.mp3
dj小磊-新年好,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160110_192731.mp3
dj小磊-爱情没那么美,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016014_181959.mp3
dj小磊-丢了幸福的猪,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016011_200635.mp3
dj小磊-喊麦伴奏,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20151230_013320.mp3
dj小磊-一生有你,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20151227_224334.mp3
dj小磊-男儿当自强,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20151224_194935.mp3
石家庄dj小磊-姑娘我爱上你-改编版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20151222_124613.mp3
dj小磊-如果爱早点说出来,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20151216_100514.mp3
dj小磊-我不会在老地方等他,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20151215_111319.mp3
小磊-定做手机铃声,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20151215_110918.mp3
dj小磊vsdj小彦慢摇中文嗨曲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20151210_124029.mp3
dj小磊-为客户订做中文嗨曲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2015126_130833.mp3
小磊水公主连麦现场,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2015124_142953.mp3
小磊九局连麦现场,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2015124_142727.mp3
dj小磊-爱过的心已枯萎,https://djapi.763333.xyz:9293/directlink/5/dj66/new/20151121_123718.mp3
dj小磊-电音慢摇2,https://djapi.763333.xyz:9293/directlink/5/dj66/new/20151121_104707.mp3
dj小磊-只欠秋天-dj笑笑,https://djapi.763333.xyz:9293/directlink/5/dj66/new/20151119_063709.mp3
dj小磊-只要为你再活一天,https://djapi.763333.xyz:9293/directlink/5/dj66/new/20151118_062821.mp3
dj小磊-2015最新酒吧开场嗨曲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/20151115_120538.mp3
dj小磊-新回心转意-黑龙,https://djapi.763333.xyz:9293/directlink/5/dj66/new/20151115_114359.mp3
dj小磊-为客户独家制作,https://djapi.763333.xyz:9293/directlink/5/dj66/new/20151114_153938.mp3
dj小磊-不是说好不分手,https://djapi.763333.xyz:9293/directlink/5/dj66/new/20151111_141727.mp3
dj小磊-你怎么舍得我难过,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2015118_102922.mp3
dj小磊-我会爱你坚持到最后,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2015116_095445.mp3
dj小磊-小磊为客户独家制作,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2015116_094853.mp3
dj小磊-情缘,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2015115_175235.mp3
dj小磊-七滴眼泪,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2015115_150239.mp3
dj小磊-忘记你需要多久,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2015113_034932.mp3
dj小磊-我偷偷爱上你,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2015113_034454.mp3
dj小磊-求求你给点力,https://djapi.763333.xyz:9293/directlink/5/dj66/new/20151028_130248.mp3
Dj小磊-车载低音炮-dj,https://djapi.763333.xyz:9293/directlink/5/dj66/new/20151027_134234.mp3
dj小磊-为兄弟订做dj舞曲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/20151011_203202.mp3
Mc阿寒-回忆总想哭,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20180224_210435.mp3
Mc阿寒-许多年以后-新,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171212_204854.mp3
Mc阿寒-雨一直下,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171212_204245.mp3
Mc阿寒-原谅我一次,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171212_204129.mp3
Mc阿寒-一个人的寂寞两个人的错,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171212_204025.mp3
Mc阿寒-在人间-新,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171212_203738.mp3
Mc阿寒-手放开,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171212_203520.mp3
Mc阿寒-情一动心就痛,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171212_203114.mp3
Mc阿寒-你就不要想起我-新,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171212_203019.mp3
Mc阿寒-把酒倒满,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171212_202933.mp3
Mc阿寒-你就不要想起我,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171130_204904.mp3
Mc阿寒-我好喜欢你-最新,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171128_205356.mp3
Mc阿寒-这个年纪-新,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171128_193456.mp3
Mc阿寒-最新喊麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171127_193242.mp3
Mc阿寒-撕夜,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171127_185434.mp3
Mc阿寒-我们不一样-新,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171113_202059.mp3
Mc阿寒-至少还有你,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171031_204907.mp3
Mc阿寒-在人间,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171028_204829.mp3
Mc阿寒-风往北吹,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171015_195751.mp3
Mc阿寒-为什么相爱的人不能在一起,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171012_195658.mp3
Mc阿寒-你到底有没有爱过我,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20171010_204322.mp3
Mc阿寒-今天你要嫁给我,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2017108_195106.mp3
Mc阿寒-童话,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2017108_195028.mp3
Mc阿寒-我好喜欢你,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2017107_195642.mp3
Mc阿寒-美丽的神话,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2017106_203920.mp3
Mc阿寒-Mc娅梦-空间音乐2602364199,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170921_203637.mp3
Mc阿寒-你的眼角流着我的泪,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170914_194610.mp3
Mc阿寒-为你而写-魔音版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2017095_204832.mp3
MC阿寒-迎着风,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170823_215930.mp3
Mc阿寒-水手,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170823_185010.mp3
‭super~超-水手,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170823_184840.mp3
‭super~超-我们不一样,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170814_220109.mp3
‭super~超-江湖大盗,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170811_195636.mp3
‭super~超-一个人走,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170811_194209.mp3
‭super~超-许多年以后,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2017087_211329.mp3
Mc阿寒-你到底爱谁,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2017087_194111.mp3
Mc阿寒-死心塌地,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170719_210502.mp3
Mc阿寒-有没有人曾告诉你,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170719_210423.mp3
Mc阿寒-好兄弟-伴奏版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170719_210342.mp3
Mc阿寒-《一个人走》-电音版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170717_205950.mp3
Mc阿寒-《许多年以后》,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170716_210453.mp3
Mc阿寒-《十刀斩》DJ小米粒,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170716_210342.mp3
Mc阿寒-《江湖大盗》DJ小米粒,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170715_210614.mp3
Mc阿寒-《把酒倒满》DJ小米粒-DJ版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170630_211440.mp3
Mc阿寒-《患难见真情》DJ小米粒-原声版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170628_210715.mp3
Mc阿寒-《患难见真情》DJ小米粒-DJ版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170628_210532.mp3
Mc阿寒-《我们不一样》DJ小米粒 新作,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170626_205211.mp3
Mc阿寒-《我们不一样》DJ小米粒1,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170626_204946.mp3
Mc阿寒-《我站着坐着都想你》DJ小米粒,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170625_212050.mp3
Mc阿寒《我们不一样》DJ小米粒,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20170625_210220.mp3
我把真心给了你-翻唱版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/2017012_220145.mp3
mc歌者尊羽-半包烟-DJ版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161213_214114.mp3
半包烟-DJ版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2016/20161213_212839.mp3
Mc成宇-输入法的爱情,https://djapi.763333.xyz:9293/directlink/5/dj66/new/20151118_034817.mp3
Mc成宇-我有孤独和烈酒,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2015113_165626.mp3
MC林先生-你真的很快乐,https://djapi.763333.xyz:9293/directlink/5/dj66/new/20151021_003602.mp3
Mc成宇- 宿迁战歌,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2015107_190143.mp3
Mc成宇- 宿迁战歌,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2015104_023553.mp3
Mc成宇-一人饮酒醉,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2015104_023444.mp3
Mc成宇- 无情人,https://djapi.763333.xyz:9293/directlink/5/dj66/new/2015104_023324.mp3
